runname,seed,steps,tokens,acc,acc_norm,acc_norm_token,acc_norm_pmi,prefix_match
1p46G-gemma-helios-fr-29BT,6,12500,26.2144,0.4943820225,0.4943820225,0.4943820225,0.4831460674,0.2078651685
1p46G-gemma-helios-fr-29BT,6,13000,27.262976,0.4606741573,0.4606741573,0.4606741573,0.4887640449,0.297752809
1p46G-gemma-helios-fr-29BT,6,13500,28.311552,0.4943820225,0.4943820225,0.4943820225,0.4831460674,0.2191011236
1p46G-gemma-helios-fr-29BT,6,14000,29.360128,0.4719101124,0.4719101124,0.4719101124,0.5,0.2247191011
1p46G-gemma-helios-fr-29BT,6,1500,3.145728,0.4831460674,0.4831460674,0.4831460674,0.5056179775,0.1235955056
1p46G-gemma-helios-fr-29BT,6,2000,4.194304,0.5112359551,0.5112359551,0.5112359551,0.5337078652,0.1235955056
1p46G-gemma-helios-fr-29BT,6,2500,5.24288,0.4943820225,0.4943820225,0.4943820225,0.46629213480000004,0.2359550562
1p46G-gemma-helios-fr-29BT,6,3000,6.291456,0.5112359551,0.5112359551,0.5112359551,0.5168539326,0.2415730337
1p46G-gemma-helios-fr-29BT,6,3500,7.340032,0.5056179775,0.5056179775,0.5056179775,0.5056179775,0.2359550562
1p46G-gemma-helios-fr-29BT,6,4000,8.388608,0.4550561798,0.4550561798,0.4550561798,0.42696629210000003,0.2696629213
1p46G-gemma-helios-fr-29BT,6,4500,9.437184,0.4831460674,0.4831460674,0.4831460674,0.4494382022,0.32584269660000004
1p46G-gemma-helios-fr-29BT,6,500,1.048576,0.5112359551,0.5112359551,0.5112359551,0.4719101124,0.0
1p46G-gemma-helios-fr-29BT,6,5000,10.48576,0.4606741573,0.4606741573,0.4606741573,0.4719101124,0.2303370787
1p46G-gemma-helios-fr-29BT,6,5500,11.534336,0.5,0.5,0.5,0.4550561798,0.20224719100000002
1p46G-gemma-helios-fr-29BT,6,6000,12.582912,0.4775280899,0.4775280899,0.4775280899,0.42696629210000003,0.17415730340000002
1p46G-gemma-helios-fr-29BT,6,6500,13.631488,0.4550561798,0.4550561798,0.4550561798,0.4606741573,0.3370786517
1p46G-gemma-helios-fr-29BT,6,7000,14.680064,0.5449438202,0.5449438202,0.5449438202,0.5168539326,0.2528089888
1p46G-gemma-helios-fr-29BT,6,7500,15.72864,0.5786516854,0.5786516854,0.5786516854,0.5505617978,0.2640449438
1p46G-gemma-helios-fr-29BT,6,8000,16.777216,0.5280898876,0.5280898876,0.5280898876,0.4887640449,0.2921348315
1p46G-gemma-helios-fr-29BT,6,8500,17.825792,0.5224719101,0.5224719101,0.5224719101,0.4887640449,0.2584269663
1p46G-gemma-helios-fr-29BT,6,9000,18.874368,0.5,0.5,0.5,0.4550561798,0.1179775281
1p46G-gemma-helios-fr-29BT,6,9500,19.922944,0.5,0.5,0.5,0.4831460674,0.106741573
