runname,seed,steps,tokens,prefix_match,f1,acc,acc_norm,acc_norm_token,acc_norm_pmi
1p46G-gemma-commoncrawl-ar-29BT,5,9000,18.874368,0.044,0.12431127800000001,0.5466666667,0.5466666667,0.5533333333,0.5
1p46G-gemma-commoncrawl-ar-29BT,5,9500,19.922944,0.042,0.12462110350000001,0.54,0.54,0.56,0.5066666667
1p46G-gemma-lynx-ar-29BT,6,0,0.0,0.0,3.9215700000000005e-05,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,1000,2.097152,0.001,0.0250571578,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,10000,20.97152,0.047,0.1216510556,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,10500,22.020096,0.037,0.1089098056,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,11000,23.068672,0.045,0.1074529107,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,11500,24.117248,0.047,0.12015912490000001,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,12000,25.165824,0.048,0.11602904780000001,0.5133333333,0.5466666667,0.54,0.45333333330000003
1p46G-gemma-lynx-ar-29BT,6,12500,26.2144,0.039,0.1121767694,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,13000,27.262976,0.042,0.1135027811,0.48666666670000003,0.5266666667000001,0.54,0.4466666667
1p46G-gemma-lynx-ar-29BT,6,13500,28.311552,0.039,0.12120624470000001,0.5,0.5266666667000001,0.5666666667,0.4933333333
1p46G-gemma-lynx-ar-29BT,6,14000,29.360128,0.042,0.1134763832,0.5,0.54,0.56,0.46
1p46G-gemma-lynx-ar-29BT,6,1500,3.145728,0.003,0.012280669000000001,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,2000,4.194304,0.006,0.0478412849,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,2500,5.24288,0.004,0.0664655761,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,3000,6.291456,0.006,0.0390095704,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,3500,7.340032,0.028,0.0703381317,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,4000,8.388608,0.022,0.0714909895,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,4500,9.437184,0.041,0.08312853120000001,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,500,1.048576,0.002,0.014303921,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,5000,10.48576,0.034,0.09468545390000001,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,5500,11.534336,0.029,0.0714323026,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,6000,12.582912,0.026000000000000002,0.0993840034,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,6500,13.631488,0.021,0.09064567330000001,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,7000,14.680064,0.03,0.086522347,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,7500,15.72864,0.036000000000000004,0.0836591151,0.5333333333,0.5533333333,0.5266666667000001,0.5
1p46G-gemma-lynx-ar-29BT,6,8000,16.777216,0.031,0.0954518434,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,8500,17.825792,0.029,0.0988644572,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,9000,18.874368,0.047,0.11472436870000001,0.0,0.0,0.0,0.0
1p46G-gemma-lynx-ar-29BT,6,9500,19.922944,0.032,0.1078214604,0.0,0.0,0.0,0.0
